sentence,correct_phonemes,incorrect_phonemes,incorrect_phonemes_list,per,has_loanword,duration_seconds,total_expected_phonemes,total_recognized_phonemes
"Wenn Technik etwas aus der Natur abkupfert, nennt man das Bionik.",37,13,"eː→ɛ, ɐ→ɾ, ɑ→a, ɐ→ɾ, kʰ→k, +p, pf→f, ɐ→ə, +ɾ, -n, b→p, ɪ→iː, ɔ→oː",0.2708333333333333,False,4.4296875,48,49
Verbogene Pfannen kann man auf Gasherden noch benutzen.,37,7,"ɛː→ɛ, ɐ→ɾ, -n, aː→ɑː, ɐ→ɾ, -t, s→ts",0.1590909090909091,False,3.91015625,44,42
Du bist unsere Glücksfee.,14,5,"+d, ː→uː, ɐ→ə, +r, +y",0.3125,False,1.8701171875,16,19
"Ich bin froh, dass ich helfen kann.",19,3,"ʁ→ɾ, +ə, n̩→n",0.14285714285714285,False,2.310546875,21,22
"Die Europäische Union möchte natürlich an den Grenzen auch enge partnerschaftliche Beziehungen, ohne dass jedes Mal die Frage eines EU-Beitritts auf der Tagesordnung steht.",92,39,"ɔ→aɪ, ʁ→r, ɔ→oː, pʰ→p, eː→ɛ, u→ʊ, i→j, œ→ɛ, -., tʰ→t, yː→uː, ʁ→ɾ, ʁ→ɾ, -t, s→ts, e→ə, -ɛ, -ɾ, -s, -t, s→ɜ, h→ʃ, -t, s→ts, aː→ɑː, +ɾ, ʀ→r, aː→ɑː, +eː, ɔ→uː, -ə, ɪ→aɪ, ɾ→r, -t, eː→ɛ, ɐ→ɾ, aː→ɑː, ʁ→ɾ, e→eː",0.3023255813953488,False,10.7421875,129,122
zeichne Audio auf,7,6,"-t, s→ts, -a, e→aɪ, ɪ→iː, ɔ→oː",0.46153846153846156,False,1.6298828125,13,11
Der Affront bringt die Ministerpräsidentin unter Zugzwang.,33,15,"eː→ɛ, ɐ→ɾ, -f, ɔ→oː, -n, -t, ʁ→r, +k, ɪ→i, ɐ→ɜ, ʁ→ɾ, ɪ→i, tʰ→t, +ɜ, ɐ→ɾ",0.32608695652173914,False,4.41015625,46,45
"In diesen Anwendungsbereichen sind primär Rohstoffpreise entscheidend, da Aluminium preisgünstiger als Kupfer ist.",66,28,"i→iː, -ə, s→z, e→ə, ɾ→r, -a, e→aɪ, ɛ→eː, ɾ→r, o→oː, s→ʃ, -f, -a, e→aɪ, +ə, n̩→n, +d, +ɛ, ː→ɾ, u→ʊ, i→j, ɾ→r, -a, e→aɪ, +y, ɐ→ɜ, +ɜ, ɐ→ɾ",0.3146067415730337,False,6.94921875,89,89
Lassen Sie mich das hier noch kurz verstauen!,24,10,"-z, ɐ→ɾ, ʊ→uː, -ʁ, t→ɾ, s→ts, v→f, s→ʃ, -a, o→aʊ",0.29411764705882354,False,2.640625,34,31
Sie gab es auch ganz unverblümt zu.,20,6,"aː→ɑː, eː→ɛ, ɐ→ɾ, yː→y, -t, s→ts",0.23076923076923078,False,3.169921875,26,25
Nehmen wir den Fahrstuhl oder die Treppe?,24,5,"ɐ→ɾ, aː→a, ɐ→ɾ, ɐ→ɜ, -p",0.1724137931034483,False,2.560546875,29,28
"Ich möchte, dass er das Karatetraining besucht.",22,12,"œ→ə, -., tʰ→t, eː→ɛ, ɐ→ɾ, kʰ→k, ʁ→r, a→ɑː, tʰ→t, eː→ə, ʁ→ɾ, ʊ→uː",0.35294117647058826,True,3.2109375,34,33
Was ist so schlimm daran?,14,3,"z→ts, oː→uː, ʁ→r",0.17647058823529413,False,1.3896484375,17,17
Nachhaltiges Wachstum gibt es wahrscheinlich nur bei Pflanzen.,38,11,"a→ɑː, eː→ɛ, ɑ→ɑː, -z, x→ʃ, -ə, ɪ→aɪ, ɐ→ɾ, -p, -t, s→ts",0.22448979591836735,False,4.421875,49,45
Mehr Vorleser werden gesucht.,12,10,"ɐ→ɾ, ɐ→ɾ, ə→eː, s→z, ɐ→ə, eː→ɛ, ɐ→ɾ, +ə, n̩→n, ʊ→uː",0.47619047619047616,False,2.0390625,21,22
"Wenn man schon fürs Training dopen muss, ist es eindeutig zu hart.",35,13,"+yː, ʁ→ɾ, ɔ→oː, pʰ→p, eː→ɛ, -a, e→aɪ, -ɔ, ø→aʊ, -ç, t→k, s→ts, ʁ→ɾ",0.2765957446808511,True,4.5390625,47,45
"Wenn Sie die Türen so zuknallen, können wir morgen gleich wiederkommen.",43,8,"yː→uː, ʁ→r, -t, s→ts, -l, ɐ→ɾ, ʁ→ɾ, ɐ→ɜ",0.1568627450980392,False,4.48828125,51,49
Friede sei mit dir.,10,4,"ɾ→r, -ɛ, ɪ→aɪ, ɐ→ɾ",0.2857142857142857,False,1.259765625,14,13
"Verzeiht, dass ich so laut werde!",17,6,"ɛː→ɛ, ɐ→ɾ, t→ts, s→ts, -a, e→aɪ",0.2608695652173913,False,2.390625,23,22
Am sichersten geht es mit einem Certificate Signing Request.,27,20,"-ɛ, ɾ→ɜ, e→eː, eː→ɛ, -a, e→aɪ, ɐ→z, tʰ→ø, ɪ→ɾ, f→t, cʰ→f, ɛ→ɪ, +k, ɪ→eɪ, -ɪ, ɡ→aɪ, ɪ→ə, ʁ→ɹ, eː→ɪ, v→w",0.43478260869565216,True,4.23828125,46,44
Bleigießen ist nun mal nicht so optimal für die Gesundheit.,39,5,"aː→ɑː, i→iː, aː→ɑː, yː→y, ɐ→ɾ",0.11363636363636363,False,3.859375,44,44
Rick erinnert sich nur noch bruchstückhaft.,23,10,"ʁ→r, ɛː→ɛ, ɐ→ɾ, -n, -ɛ, ɾ→ɜ, ɐ→ɾ, +ɾ, ʁ→r, +y",0.3225806451612903,False,2.759765625,31,31
Die junge Hals-Nasen-Ohren-Ärztin bangt um ihren Arbeitsplatz.,36,12,"aː→ɑː, +ə, ʀ→r, -t, s→ts, ɪ→ə, +k, i→iː, ɾ→r, ʁ→ɾ, -t, s→ts",0.2608695652173913,False,4.48828125,46,46
Für ein Schattentheater braucht es nichts als eine Lichtquelle und die eigenen Hände.,43,18,"yː→uː, -ɐ, ɛ→ɾ, ɪ→aɪ, tʰ→t, tʰ→t, ɛ→eː, aː→ɑː, tʰ→t, ɐ→ɜ, -ʁ, a→ɾ, o→aʊ, eː→ɛ, -t, s→ts, -a, e→aɪ",0.29508196721311475,False,6.37890625,61,57
"Das sieht man daran, dass die Zahl der Beschäftigten steigt, dass die Zahl der Arbeitslosen sinkt, dass mehr junge Menschen in diesem Herbst einen Ausbildungsplatz bekommen werden.",103,32,"+t, a→ɑː, ʁ→r, -t, s→ts, aː→ɑː, eː→ɛ, ɐ→ɾ, -t, s→ts, aː→ɑː, eː→ɛ, ɐ→ɾ, -a, e→aɪ, s→z, +k, ɐ→ɾ, -z, ç→ʃ, i→iː, -ə, s→z, ʁ→ɾ, -a, e→aɪ, -t, s→ts, eː→ɛ, ɐ→ɾ, +ə, n̩→n",0.24242424242424243,False,10.203125,132,128
"Daraus können wir also schlussfolgern, dass Gemüse zu den Dickmachern zählt.",47,11,"a→ɑː, ɾ→r, -a, o→aʊ, ɐ→ɾ, -s, yː→y, -t, s→ts, -t, s→ts",0.1896551724137931,False,5.30859375,58,54
Essen Timer.,5,5,"-z, tʰ→t, ɪ→aɪ, -eː, ɐ→ə",0.5,False,1.330078125,10,8
herunter,6,2,"+ɾ, ɐ→ɜ",0.2857142857142857,False,0.64990234375,7,8
Der Angriff war ein Befehl!,13,8,"eː→ɛ, ɐ→ɾ, -f, -aː, ɐ→ɑː, ɛ→ɾ, ɪ→aɪ, e→eː",0.38095238095238093,False,1.7197265625,21,19
"Man findet Schildkröten, seltener den Weißspitzen-Hochseehai, Weißspitzen-Riffhai, Grauen Riffhai und Manta.",58,22,"ʀ→ɾ, øː→yː, +ə, n̩→n, -ɐ, s→ʃ, -t, s→ts, s→ʃ, -t, s→ts, ʁ→r, -h, ɾ→r, -a, -o, ə→aʊ, n→l, ʁ→r, -h, tʰ→t, a→ɑː",0.27848101265822783,False,8.65625,79,73
Manche Probanden haben sich aus Langeweile freiwillig schmerzhafte Stromschläge verpasst.,53,21,"x→ç, ʁ→ɾ, ɔ→oː, aː→ɑː, e→ə, -ə, iː→aɪ, ɾ→r, -a, e→aɪ, -l, ç→ɡ, -t, s→ts, ɔ→oː, -s, -t, s→ʃ, ɛː→ɛ, ɐ→ɾ, -s",0.28378378378378377,False,6.21875,74,67
Hier werden zwei verschiedene Dinge in einen Topf geworfen.,34,10,"ɐ→ɾ, eː→ɛ, ɐ→ɾ, n̩→ə, t→n, s→ts, ɛː→ɛ, ɐ→ɾ, -a, e→aɪ",0.22727272727272727,False,4.21875,44,43
verschneit,3,5,"ɛː→ɛ, ɐ→ɾ, -ə, iː→aɪ, t→d",0.625,False,0.72021484375,8,7
Nach dem Aufprall könnte die ein oder andere Rippe gebrochen sein.,36,13,"aː→ɑː, -a, o→aʊ, ɾ→r, -l, œ→ə, -ɛ, ɪ→aɪ, ɐ→ɜ, ʀ→r, ɾ→r, -p, ʁ→r",0.2653061224489796,False,4.26171875,49,45
Angesichts des chemischen Geruchs würde ich eher auf Plastik tippen.,41,9,"s→ts, ə→ɛ, ç→ʃ, ʁ→r, +y, -ə, ʁ→ɜ, i→ɪ, -p",0.1836734693877551,False,4.578125,49,48
"Alle meine Freunde sagen, ich sei verrückt, doch ich ziehe das durch.",35,12,"-ɔ, ø→aʊ, aː→ɑː, -ɛ, ɪ→aɪ, ɐ→ɾ, ʁ→r, +y, -t, s→ts, ʊ→oː, ʁ→ɾ",0.2608695652173913,False,4.55078125,46,44
Distelblau,8,1,-d,0.1111111111111111,False,0.83984375,9,8
Mich hat die Sehnsucht gepackt und deshalb bin ich spontan vorbeigekommen.,49,9,"+h, +ç, a→ɑː, oː→ɔ, ɐ→ɾ, -ə, iː→aɪ, e→ə, -m",0.16071428571428573,False,4.640625,56,56
"Alle Kinder, eheliche wie außereheliche, genießen den gleichen sozialen Schutz.",43,13,"ɐ→ɜ, -ə, -ç, eː→ɜ, ʁ→ɾ, +ə, o→ʊ, t→ts, s→j, -i, a→ɑː, -t, s→ts",0.23636363636363636,False,5.578125,55,52
"Um mit anderen zu zocken, braucht man heutzutage nicht einmal mehr grundlegende Netzwerkkenntnisse.",57,23,"ɐ→ə, +r, -t, s→ts, kʰ→k, ʁ→r, -a, o→aʊ, -ɔ, -., t→aʊ, s→ts, u→uː, aː→ɑː, -a, e→aɪ, a→ɑː, ɐ→ɾ, +r, ɛ→ə, +ɾ, ʁ→k, cʰ→k",0.2987012987012987,False,6.8203125,77,75
"Weil die Luft irgendwo hin muss, weicht sie nach Norden und Süden aus.",41,8,"ʁ→ɾ, v→s, a→v, e→aɪ, aː→a, ʁ→ɾ, +ə, yː→uː",0.16666666666666666,False,4.71875,48,49
Denn wir sind effizient und haben keinen Humor.,28,10,"ɐ→ɾ, ɛ→eː, -f, i→iː, -t, s→ts, i→iː, aː→ɑː, uː→u, o→ɔ",0.2631578947368421,False,3.01953125,38,36
Da braut sich was zusammen.,13,8,"+d, ː→ɑː, ʁ→r, -a, o→aʊ, -t, s→ts, u→uː",0.4,False,1.8896484375,20,19
Passen Sie doch auf!,12,0,,0.0,False,1.1298828125,12,12
Gefällt dir die Farbe rot?,16,3,"ɐ→ɾ, ʁ→ɾ, ɾ→r",0.15789473684210525,False,1.6904296875,19,19
Nur für dich habe ich schon mal den Sitz vorgeheizt.,27,11,"ɐ→ɾ, yː→y, ɐ→ɾ, aː→ɑː, aː→ɑː, -t, s→ts, ɐ→ɾ, aj→aɪ, -s, t→ts",0.2894736842105263,False,3.23046875,38,36
Das ist eine Eins-plus mit Sternchen.,24,4,"-a, e→aɪ, s→ts, uː→ʊ",0.14285714285714285,False,3.259765625,28,27
Jetzt dürfte es auch dem Letzten unklar sein.,29,5,"t→ts, +y, eː→ɛ, a→ɑː, ɽ→ɾ",0.15151515151515152,False,3.189453125,33,34
Ich krieg noch immer jedes Jahr einen selbstgemachten Adventkalender von meinem Vater.,52,12,"ʁ→ɾ, +t, ɐ→ɜ, -aː, a→ɑː, e→aɪ, a→ɑː, tʰ→t, kʰ→k, ɐ→ɜ, aː→ɑː, ɐ→ɜ",0.19047619047619047,False,5.8203125,63,63
"Der Radius der Kugel bestimmt, wie klein man mit einem Kugelschreiber schreiben kann.",44,20,"eː→ɛ, ɐ→ɾ, ʁ→r, a→ɑː, t→d, j→iː, eː→ɛ, ɐ→ɾ, -m, -a, e→aɪ, ɛ→ə, s→ʃ, -t, s→r, -ɾ, -a, e→aɪ, ɐ→ɜ, ʁ→r",0.3125,False,5.62890625,64,59
Zählt man als Datenbänker auch zu den Bänkern?,26,11,"-t, s→ts, +t, aː→ɑː, tʰ→t, kʰ→k, ɐ→ə, -t, s→ts, ɛ→ə, -ɾ",0.3055555555555556,False,3.439453125,36,34
"Na, das wäre doch ein adäquater Ansatz.",18,11,"aː→ɑː, ɛː→eː, ʀ→r, -ɛ, ɪ→aɪ, ɛ→ɪ, aː→ɑː, tʰ→t, ɐ→ɜ, -t, s→ts",0.3793103448275862,False,2.689453125,29,27
Packt also nur das Nötigste in euren Rucksack.,28,7,"ɐ→ɾ, øː→ø, ɡ→k, -ə, uː→aʊ, ɐ→r, ʀ→r",0.2,False,2.94921875,35,34
Aber daraus lässt sich keine Schuld ableiten.,23,10,"ɑː→a, -e, ɾ→ɜ, a→ɑː, ɾ→r, -a, o→aʊ, ʊ→u, -ə, iː→aɪ",0.30303030303030304,False,3.330078125,33,30
Von morgens früh bis abends spät sitze ich am Empfangsgerät.,35,12,"ɛ→ə, yː→uː, a→ɑː, p→b, ɛ→ə, -s, ɛː→ɛ, -t, s→ts, -p, e→ə, ɾ→r",0.2553191489361702,False,4.51171875,47,44
Helles Orange,6,4,"-l, ə→ɪ, ː→ɑ̃, ʃ→ʒ",0.4,False,1.33984375,10,9
"Hat mir jedenfalls irgendein Typ erzählt, den ich auf einer Party kennengelernt habe.",49,18,"+ə, æ→ɾ, ʁ→ɾ, +ə, n̩→n, yː→uː, -ɛː, ɐ→ɛ, t→ɾ, s→ts, -a, e→aɪ, ɛː→ɜ, ɐ→ɾ, j→iː, cʰ→k, ʁ→ɾ, aː→ɑː",0.27692307692307694,True,5.48046875,65,65
Der Ball verfehlte das Tor um wenige Zentimeter.,27,11,"eː→ɛ, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, e→eː, ɐ→ɾ, -t, s→ts, i→iː, ə→eː, ɐ→ɜ",0.2894736842105263,False,4.078125,38,37
Muss ich jetzt sterben?,14,3,"ʊ→u, t→ts, ʁ→ɾ",0.17647058823529413,False,1.759765625,17,17
Der Ball treibt ab und der Junge schwimmt hinterher.,25,13,"eː→ɛ, ɐ→ɾ, ɾ→r, -a, e→aɪ, eː→ɛ, ɐ→ɾ, -ʊ, -m, ɛ→ɜ, ɾ→h, ɐ→eː, +ɾ",0.35135135135135137,False,4.23046875,37,35
Netzwerke,7,2,"-t, s→ts",0.2222222222222222,False,0.85986328125,9,8
Konnte der Protagonist sein Computerproblem lösen?,36,6,"eː→ɛ, ɐ→ɾ, -ʀ, o→oː, o→oː, øː→ø",0.14285714285714285,False,3.41015625,42,41
Welche Skills kann ich installieren?,22,4,"-., c→ɡ, s→ts, ʁ→r",0.15384615384615385,False,2.2890625,26,25
Am sechsten Tage wurden die Brüder zu den Waffen gerufen.,33,11,"ç→k, aː→ɑː, ʊ→uː, ʀ→r, yː→uː, -ɐ, t→ɜ, s→ts, +ə, ̩→n, ɾ→r",0.2558139534883721,False,3.869140625,43,43
Meinst du einen Soziopathen?,13,10,"-a, e→aɪ, t→d, -ː, a→uː, e→aɪ, -t, s→ts, ɪ→iː, ɑ→a",0.43478260869565216,False,1.8798828125,23,20
Andernfalls würde man Keimen und Schädlingen Tür und Tor öffnen.,40,7,"ɐ→ɜ, +y, ɛː→ɛ, yː→uː, ɐ→ɾ, ɐ→ɾ, œ→ə",0.15217391304347827,False,4.87109375,46,47
Solarmodule leiden unter Hitze.,16,10,"ɔ→o, aː→a, -ɐ, oː→o, +ə, n̩→n, +ɜ, ɐ→ɾ, -t, s→ts",0.4166666666666667,False,2.76953125,24,24
Einfach mit einer Schere ausschneiden und dann in dieses Heftchen kleben.,40,13,"-a, e→aɪ, ɛː→ɜ, ɐ→ɾ, ɐ→eː, ə→r, a→ə, o→aʊ, -a, e→aɪ, i→iː, -ə, s→z",0.24528301886792453,False,5.109375,53,50
Herrn Arndt hat er den Laufpass gegeben.,21,11,"eː→ɛ, -ɐ, aː→a, ɐ→ɾ, eː→ɛ, ɐ→ɾ, -a, o→aʊ, -s, +ə, m̩→n",0.3548387096774194,False,2.529296875,31,29
Die Tasche kriegen wir locker noch in den Kofferraum.,28,9,"ʁ→r, ɐ→ɾ, ɐ→ə, -f, -ɛ, ɾ→ɜ, ɾ→r, -a, o→aʊ",0.24324324324324326,False,3.810546875,37,34
Erhöhe die Helligkeit,12,4,"+ɛ, ɛː→ɾ, ɐ→ɾ, øː→ø",0.26666666666666666,False,1.490234375,15,16
Es kamen sogar Gäste von der grünen Hochzeitsfeier.,27,12,"eː→ɛ, o→oː, a→ɑː, ɽ→ɾ, eː→ɛ, ɐ→ɾ, ɾ→r, yː→uː, -aj, t→aɪ, aj→aɪ, ɐ→ɜ",0.3076923076923077,False,3.6796875,39,38
Wegen schweren Unwetters musste der Fährbetrieb eingestellt werden.,38,15,"ʀ→r, -ɛ, ɾ→ɜ, eː→ɛ, ɐ→ɾ, eː→ɛ, ɐ→ɾ, ʁ→ɾ, -a, e→aɪ, -l, eː→ɛ, ɐ→ɾ, +ə, n̩→n",0.28846153846153844,False,4.44921875,52,50
So steht Afghanistan immer auf Platz eins.,19,12,"e→eː, a→aʊ, +ɡ, k→ɑː, a→ɾ, a→ɑː, ɐ→ɜ, -t, s→ts, -a, e→aɪ, -s",0.4,False,3.08984375,30,28
"Kommt, wir schießen auf ein Pulverfass!",22,5,"ɐ→ɾ, -ɛ, ɪ→aɪ, ɛ→ɜ, -s",0.18518518518518517,False,2.16015625,27,25
Komplett in Großbuchstaben verfasste Abschnitte sind eine Zumutung für den Leser.,51,14,"-k, +ə, ɾ→r, oː→uː, -x, ɛː→ɛ, ɐ→ɾ, -z, -t, s→ts, ɐ→ɾ, ə→eː, s→z, ɐ→ɜ",0.21875,False,4.53125,64,61
"Und deshalb haben wir uns im vergangenen Jahr schon mit dem Thema „Innovation“ und auch mit Fragen der Lebensqualität beschäftigt und uns informiert, wie andere damit umgehen.",109,24,"+h, aː→ɑː, ɐ→ɾ, ɛː→ɛ, ɐ→ɾ, +ɑː, aː→ɾ, -d, a→ɑː, -n, o→oː, ɑ→a, t→ts, s→j, ʁ→ɾ, aː→ɑː, eː→ɛ, ɐ→ɾ, eː→iː, ɪ→iː, tʰ→t, eː→ɛ, ʀ→r, a→ɑː",0.183206106870229,False,11.140625,131,131
Dem Baby verabreicht man Fiebermittel als Zäpfchen.,26,16,"m→n, ɑː→eː, b→l, j→b, +iː, ɛː→ɛ, ɐ→ɾ, ɾ→r, -a, e→aɪ, -ɛ, ɾ→ɜ, e→ə, -l, -t, s→ts",0.3902439024390244,True,3.900390625,41,38
"Ja, das glaube ich, denn wir wissen seit Bestehen der Bundesrepublik, dass eine gute deutsch-französische Beziehung einfach ganz wichtig ist für beide Länder.",90,25,"+j, ː→ɑː, -a, o→aʊ, ɐ→ɾ, +ə, n̩→n, eː→ɛ, ɐ→ɾ, ʀ→r, e→eː, u→uː, e→ə, ɔ→aʊ, ø→tʃ, tʃ→ʃ, -t, s→ts, -t, s→ts, +k, ç→k, ɐ→ɾ, -., ɐ→ɜ",0.22321428571428573,False,10.3125,112,111
Auf der Karte sah der Weg ganz einfach aus.,21,9,"eː→ɛ, ɐ→ɾ, ʁ→ɾ, aː→ɑː, eː→ɛ, +ɾ, ɐ→ɾ, ɛ→eː, s→ts",0.3103448275862069,False,3.140625,29,30
Der Mittelpunkt von Nordrhein-Westfalen befindet sich in Lipperbruch.,45,10,"eː→ɛ, ɐ→ɾ, +ə, l̩→l, -k, +n, ɾ→r, -ə, ɪ→aɪ, a→ɑː",0.18867924528301888,False,4.05078125,53,53
Freddie machte sich auf den Heimweg.,21,4,"ʁ→r, -a, e→aɪ, e→eː",0.16,False,2.2109375,25,24
"Aber ich glaube, wir haben den Ländern für Integration auch sehr viele Mittel bereitgestellt, selber auch sehr viele Initiativen ergriffen.",74,33,"-e, ɾ→ɜ, -a, o→aʊ, ɐ→ɾ, aː→ɑː, -ɛ, ɾ→ɜ, ɐ→ɾ, ɛ→eː, ɑ→a, t→ts, s→j, e→eː, v→f, -t, eː→ə, ɾ→r, -a, e→aɪ, ɛ→ə, s→ʃ, -l, ɐ→ɜ, e→eː, v→f, ɪ→iː, ɪ→j, aː→a, tʰ→t, ɛː→ɛ, ɐ→ɾ, -f",0.308411214953271,False,8.8984375,107,100
"Verflucht, der Computer hat recht!",18,8,"ɛː→ɛ, ɐ→ɾ, ʊ→uː, eː→ɛ, ɐ→ɾ, ɐ→ɜ, ʁ→r, -t",0.3076923076923077,True,1.990234375,26,25
Eure Schoko-Bonbons sind sagenhaft lecker!,22,10,"-ɔ, ø→aɪ, ɾ→r, e→ə, ɔ→oː, kʰ→k, ɔ→oː, n→m, n→ŋ, ɐ→ɜ",0.3125,False,2.58984375,32,31
Mein Psychologe will unbedingt einen Horrorfilm mit mir anschauen.,40,10,"s→z, j→y, o→oː, -a, e→aɪ, -ɾ, ɾ→r, -ɔ, ɾ→ɑː, æ→ɾ",0.2,False,4.1015625,50,47
Stell dich nicht über andere.,17,4,"l→ə, yː→uː, ɐ→ɜ, ʀ→r",0.19047619047619047,False,1.740234375,21,21
Ehrlich gesagt finde ich den Laden zu schickimicki gestaltet.,34,11,"eː→ɛ, ɐ→ɾ, aː→ɑː, aː→ɑː, n̩→ə, t→n, s→ts, cʰ→k, ɪ→iː, cʰ→k, ɪ→iː",0.24444444444444444,False,4.51953125,45,45
in Zwischenablage schneiden,14,7,"-t, s→ts, e→ə, b→p, ɑ→ɑː, +ə, n̩→n",0.35,False,2.0,20,20
"Urplötzlich wurde dem Privatdetektiv klar, worum es dem Dieb eigentlich ging.",42,19,"ʊ→uː, ɾ→ə, œ→ə, -t, ʊ→uː, -ɾ, ʁ→ɾ, ɪ→i, aː→a, ɛ→eː, tʰ→t, aː→ɑː, ɐ→ɾ, ɾ→r, u→ʊ, eː→ɛ, -ə, ɪ→aɪ, ɛ→ə",0.3114754098360656,True,5.0390625,61,58
Jerry hat den Sekt zu schnell getrunken und nun ist ihm schwindelig.,43,7,"j→dʒ, ʁ→r, ɪ→iː, -t, s→ts, e→ə, ç→k",0.14,False,4.578125,50,49
Kindererziehungszeiten werden grundsätzlich auch in den bei einer Ehescheidung vom Familiengericht durchgeführten Versorgungsausgleich einbezogen.,78,39,"-eː, ʁ→ɜ, ɜ→ɛ, t→ɾ, s→ts, -t, s→ts, eː→ɛ, ɐ→ɾ, +ə, n̩→n, ɾ→r, -t, s→ts, n→m, -a, e→aɪ, -ɛː, ɐ→ɜ, eː→iː, -ɛ, -a, e→aɪ, +k, v→f, oː→ɔ, ɪ→j, ʁ→r, ʊ→oː, -ɾ, -t, s→ç, e→ə, j→y, -a, e→aɪ, b→ɡ, -t, s→ts",0.3391304347826087,False,9.2578125,115,106
Nun bin ich endlich fertig.,17,3,"ʁ→ɾ, i→ɪ, ɡ→k",0.15,False,1.6298828125,20,20
Es kommt noch dicker!,11,2,"eː→ɛ, ɐ→ɜ",0.15384615384615385,False,1.169921875,13,13
"Lügen, lügen, lügen!",12,3,"yː→uː, yː→uː, yː→uː",0.2,False,1.76953125,15,15
Normalerweise endet das Rohr mit einem T-Stück.,28,8,"ʁ→ɾ, aː→ɑː, ɐ→ɜ, o→oː, -a, e→aɪ, tʰ→t, +y",0.22857142857142856,False,3.240234375,35,35
"Am Geschenkpapier sieht man, von wem welches Geschenk ist.",37,3,"pʰ→p, pʰ→p, ɐ→ɾ",0.075,False,3.990234375,40,40
"So klingt es, wenn Blinde über Farben sprechen.",28,6,"eː→ɛ, yː→y, ɐ→ɜ, ʁ→ɾ, +ə, n̩→n",0.18181818181818182,False,3.419921875,33,34
Missbrauch ist so alt wie der Mensch - leider.,23,6,"-ʁ, a→ɾ, o→aʊ, eː→ɛ, ɐ→ɾ, ɐ→ɜ",0.20689655172413793,False,3.109375,29,28
Die Boote liegen auf dem Trockenen.,23,1,-d,0.041666666666666664,False,2.2890625,24,23
Gleich und Gleich gesellt sich gern.,23,2,"-l, ʁ→ɾ",0.08,False,2.26953125,25,24
"Ich denke, es wäre das geringste Übel.",21,6,"eː→ɛ, ɛː→ɛ, ʀ→r, ɾ→r, yː→uː, l̩→ə",0.2222222222222222,False,2.91015625,27,27
"Weil die Verantwortlichkeiten unterschiedlich verteilt sind, müssen wir in Zukunft – gerade an den Schnittstellen zwischen verschiedenen Bildungsstufen – besser zusammenarbeiten.",106,31,"ɛː→ɛ, ɐ→ɾ, -t, v→f, -ə, iː→aɪ, ɐ→ɜ, ɛː→ɛ, ɐ→ɾ, -a, e→aɪ, +y, ɐ→ɾ, -t, s→ts, ə→eː, ʁ→r, aː→ɑː, s→ʃ, -l, t→ts, -s, ɛː→ɛ, ɐ→ɾ, -ɐ, t→ɜ, s→ts, -m, e→ə, -ə, iː→aɪ",0.22794117647058823,False,10.4296875,136,128
Man kann auch aus einer Mücke einen Elefanten machen!,26,11,"-a, e→aɪ, ɛː→ɾ, ɐ→m, m→y, -a, e→aɪ, e→eː, e→eː, +ə, n̩→n",0.3055555555555556,False,3.509765625,36,35
Ich hasse dich!,9,1,-z,0.1,False,0.89013671875,10,9
Der Schein trügt.,8,3,"ɐ→ɾ, +r, ɾ→uː",0.3,False,1.26953125,10,11
Nachrichten Briefing,12,4,"aː→ɑː, ʁ→r, +ç, ʁ→ɹ",0.26666666666666666,True,1.7001953125,15,16
"Aufsitzen, Männer! Wir reiten weiter.",13,12,"-a, o→aʊ, -t, s→ts, ɐ→ɜ, ɐ→ɾ, ʀ→r, n̩→ə, v→n, ə→v, iː→aɪ, ɐ→ɜ",0.48,False,2.869140625,25,23
Was sind das überhaupt für Weicheier!,22,3,"yː→y, ɐ→ɜ, ɐ→ɾ",0.12,False,2.359375,25,25
"Entschuldigung, ich konnte keinen Aktienkurs für Google finden.",39,10,"i→ɪ, +k, t→ts, +j, iː→ɪ, +ə, ŋ→m, ʊ→uː, ɐ→ɾ, -l",0.21739130434782608,False,4.55078125,46,48
Formulieren Sie die zugehörige Kontinuitätsgleichung!,26,17,"ʁ→ɾ, u→ʊ, ʀ→r, -t, s→ts, e→ə, øː→ø, ɾ→r, kʰ→k, tʰ→t, ɪ→iː, ɲ→n, ɪ→uː, -tʰ, eː→iː, +ɛ, aj→aɪ",0.40476190476190477,False,3.4609375,42,41
"Mit null Jahren fängt das Leben an, Herr Jürgens!",28,8,"ʊ→uː, -l, ɑ→ɑː, ɾ→r, ʁ→ɾ, +uː, ɛ→ə, s→ts",0.22857142857142856,False,3.5,35,35
Foto mit F finde ich normal.,19,3,"o→uː, ʁ→ɾ, aː→ɑː",0.13636363636363635,False,2.509765625,22,22
"Ich werde Ihre Sorge aufnehmen und mich auch nochmal bei den Gesprächen in Kienbaum erkundigen, dass da auch nicht Dinge, die vielleicht entstehen könnten, nicht entstehen können.",108,17,"ʁ→r, ʁ→ɾ, χ→x, aː→ɑː, ɐ→ɾ, +ə, n̩→n, +d, ː→ɑː, +t, i→ɪ, +l, œ→ə, +ə, n̩→n, +ə, œ→ə",0.14285714285714285,False,10.9375,119,125
